parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra
jh_coef_mult_01_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_01_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_01_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_01_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_02_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_03_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_04_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_05_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_06_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_07_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_08_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_09_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_10_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_11_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_01,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_02,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_03,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_04,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_05,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_06,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_07,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_08,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_09,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_10,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_11,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_12,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_13,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_14,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_15,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_16,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_17,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_18,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_19,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_20,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_21,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
jh_coef_mult_12_22,fixed,factor,1,0.1,5,prms_jh_coef,1,0,1,
ks_001,log,factor,498.9415894,1.00E-06,500,upw_ks,1,0,1,
ks_002,fixed,factor,0.00211503,1.00E-06,500,upw_ks,1,0,1,
ks_003,fixed,factor,0.182603046,1.00E-06,500,upw_ks,1,0,1,
ks_004,log,factor,315.0501099,1.00E-06,500,upw_ks,1,0,1,
ks_005,log,factor,500,1.00E-06,500,upw_ks,1,0,1,
ks_006,log,factor,23.27780151,1.00E-06,500,upw_ks,1,0,1,
